business_id_orig,casual,classy,divey,hipster,intimate,romantic,touristy,trendy,upscale
buTr0hMiyDbjQvFJgm-Eew,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mf9io8WkMyGautXuSSfGTg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3ME_CSB1bo4F0QMhQRUeOA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
jI0NfabCGtRZWH5S0jl6Pw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZA3u0Nu5V6TqkcYh8U0zdg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gmLYiyg_hW_DVQWEPgfRQA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52f_ztOVodIoV43Qt-R4rA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qTdz29Nf3zoALiDDEKfWlw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NoPXKdIwRzflOW-5exFAqA,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XDv29FffNd2dWnDOtZP-wg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CtKjULH4WuxgB-mtFgBuBw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3_RuVmLNa-1GNHOMvl_bsg,TRUE,FALSE,FALSE,null,FALSE,FALSE,FALSE,null,FALSE
7f4z43MHAV-l-LsRYsasAg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
t2xsi7qIN0iwGiOyCn7k8Q,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
jfDfHzAq6iKkRnzzZ4n1nQ,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5eq56X-e9YbAKmHgUOyXSg,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
_p53vrNvW47kNZvRzTQL8A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9C2lhZ4qRH5H2zMjmto1ng,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xJvsYeY9u5RLLZpXJqJEgw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JeU01XydOJZBWAnlqHwP7w,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qZH9fTs1a7dOXrM7dZjKwQ,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
L-Stk9lkVfPSFQlrFukCwA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
m--WeFBAQaz5rHmJ-aRlkQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OfA_4cHgvlknHMcn0qNs2w,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fl_7YDOMt58rTNHa7p2G4w,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bP6goJODwRnM3AVy45Kn9w,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
vecuat0jOia-CJveW3ngDw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE
yCeENvVAGQQ0PeeWU0Pl2g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
_8Hejg5Q-_izIhLvq2ocnw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xSLdQjPgMhBrNIEtUgdWUA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
zY12NvWB5QKNuLh9tbLEsA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
r_sOAVfNPaXrpjznZpuxeg,TRUE,null,null,FALSE,null,null,null,null,FALSE
zYMjNc-Q7-T238SHylKgKA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EJ58GOWZplYJkj4TkDuSXw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pk4ZwXwUU50BDn5gqw_rKg,TRUE,FALSE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE
UKIBQrRbY_jo52yHWcZE8g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
V0rGM46G0x2cy9RfUt1qPQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
diB_y_0tPzz-OAe5xgFXtw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZaMMUcOIngBCgxuKxFzfqg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
y030N-DD6G7lfWHO4A6ezw,TRUE,null,null,null,FALSE,FALSE,null,null,null
fD9EopsUWvimsi4eaS7uMA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SHHxhkzbKBKvv2Mqe2Ylrw,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
N6usNa3_rcYOb8NQ7-Wq3A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FRB3u9Y2boOGDjyQQo7UgA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qxnHt71f5BHVmzWKDTRCyA,null,null,FALSE,null,null,null,null,null,null
76nVJTAWggnJu7FfTRU1UQ,TRUE,null,null,null,null,null,null,null,null
m_a0-8_wR1ypvZzDGeSIgA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
iDcT8noFyv1sEVzzEWq1ow,TRUE,FALSE,null,FALSE,FALSE,FALSE,null,null,null
yoOkXGIafzbIZHwq6gJkgQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7ee6XyKyeduI-Rbc6L5j2Q,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GyglPdfJM89if_5XSBIN7Q,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ieelu69Y23nbjKG3OGfwnw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IFB2K3BEZ2L_Mv5AbUD26Q,TRUE,null,null,TRUE,FALSE,null,null,TRUE,FALSE
_WTQPEX3oNVT8cSz9UKsFQ,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fBvQQUk1-V9IUA8PbuYFWg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4f1MpunVzcEZ2v4HNQa2uw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bBNCUzEJZn8ASQ5LNWOHEg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LjQ_z_eYTvbPkdnxD_Ucrw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9Bt9MMtmjPB6IykEMrFB7A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RCu6rMEuzYobGOSVws40fQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GH3D02sDvOT4A9JxgL0sxg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lyhNDfX8UatlRO5H3Kfccg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FJ-r3hOMbcq0p7Z5yH9oew,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
yHY9b4CiCe6dtx7K--_JRg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AaNj_9KNy9t1H1cu1NCNLQ,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Xz6aqENKlT4FU-ZBvrf_ow,TRUE,FALSE,null,FALSE,null,FALSE,null,null,FALSE
6Y0lQh4O-9JCutgyuMNq0g,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
SI0R_Fw7kFc_2bO_SX2rqw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DgJSDdnPOvLCCyuryIh-3Q,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PP4IjZwLwBqFT3AlnEhajw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hfoHYhD4uzqsHQDxKMFnQw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
loRoCo53b30zgHZ_mIMatQ,TRUE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
aoH2NWs312ES--8bJTDJEw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
L3uILCYvEbXZA-mgDcSmRg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1v_htWzNQLyhhNG4ibMt5Q,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ziix5uzW9hJu5nYDxCmm1Q,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
_nzPPOik-fYE1i4LqKutIQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
t1D0_Kq6dzrzs84KkQkfNw,TRUE,TRUE,null,FALSE,null,FALSE,FALSE,null,null
mw_qxZJraNu7Q6u0GkcMew,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
fMZRia9Jq8CXgP3Wna6_gg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#NAME?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A2EQ-c_AaRoTmRGfO-HByQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
N78TSwxdXeYZaKZsyvkryA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
eOnMGfoj3YOxGPDjrDE-sg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6DcaOhKuSj6TzSDH9xHOnQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
F0n25o5lpaFJpEW8DFS8Ww,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
owJ_0-9YBYfy40YD7l_KSA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88VLUjOxXyayaaSFS_K4Dw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BICRl8FOudjjloh1kc9Glw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
XqaO85CV9Km7m_aQ3iIpRA,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1iU41Mf9FGZACZZmdaemaw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
bXy4Gg1_cVD5plOBPF5W_w,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0wHq30wgfCaBHI-Bm6PwoA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
D_i7FJvOLcnu2uMZ-TGV3A,TRUE,null,null,null,null,FALSE,null,null,FALSE
3fgpLKoDYpS3B1P57rv2vg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QjWGUAFEXpjMzVQ1NdyfrA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KBSGRQOYZqR0reJR_2osBw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
wVlxPWwFL-MrzCXim-UfWg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xqxRL30UDtEP3v1E_x-SlA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3thW8u8cgdCLKgYhKMhXBw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IJXlBxQWk9Vc-vCLMXxwjA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dz3GF5EvC3kzM-Jf_nLCDw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kGV9HdKya6vBZq4Ir2sNbA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
h8wejJ3V_dsRaR7x18O0PQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FYdXoYjeG8U59mhRqS7k5g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MYainrGOUR9OGC0eXqpkuA,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZXrdxJsQtrSS41A7IVDWQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
F5_NonP-uoq4v3qplmjiLA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LzqmHdwLkAsd4asB0dc5_A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Q7SAbnbAhr5n3_S6tF0fQg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rt1UvC0ao4atDGHOUuAT-g,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
E4ejoHJHIOvVhkca3kWRuQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
nDr6VgO_4N6N_XvAkMYFwA,TRUE,null,FALSE,null,FALSE,FALSE,TRUE,TRUE,FALSE
cQUaUM1vq7QiOVuxE-GFqw,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FrFDIPBzRbFVfanxG4wcNQ,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRHQEF2-VPS_dl1_ZDH0gA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ynM2sHgvOG4DBJNDf1GKUQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SlGmAWMubRSgU70Kswkmhw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P0l1XH6KHqo6rk-R03SDXA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cl8_roQGXbifAdRyFlk03g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hrCpuDlWfbFHHr9I8W6O-A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
U4sddbqRBCS4Km-B7y3vBA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
n9E36A6-eZEaZ4C_iJByHw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xY6MCYdKz339KxII-_ekFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
pGpDZ4nV9FuojeVFy037rg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
wat2sEhiFtl41azQ0UBjSg,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDwWsE6XYJPR83HrBSDFIg,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,null,FALSE
0huNwZ4v24LoCu_MgyRFMA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fDagm540ieAAh5G9LA27Yg,TRUE,FALSE,FALSE,null,FALSE,FALSE,FALSE,null,FALSE
iq2n_LJgdZZ6FpoQZTpD2g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Y25fgtFHdoV9rA74v5tFDg,TRUE,FALSE,null,null,null,FALSE,null,null,null
D8-ssK_8w1WBajKCXUG5Uw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GvLnnALFOCdxdUrUCSfs-Q,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORhpT5x2G4hewGQn7_oWmA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SvTMnKWgV4AMH6Y2g_vRPQ,null,FALSE,FALSE,null,null,null,null,null,null
Fk6ukR0VYItru6FKSg9HWw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
9JRIp0cJUtCV_-riFGmDnQ,TRUE,null,,null,null,null,null,null,null
or-Kyw7kmNin1pWbu2RLJw,TRUE,FALSE,FALSE,FALSE,null,FALSE,FALSE,FALSE,FALSE
sJNMic9YAN7rSy8RnHZ0qw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7lRIEq5_tBBR1T9d_vTDvQ,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9c0TJ0m9Jq-PVyXUGzCT0A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fRi0NgK65Inn8x9Pak9yMg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
zyBC3BUkH9klhPhMyQmxAQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
_TTsA0J7UfNkVyjp45G79Q,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P-5Ze1LN_KqrWBhha-kJTA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GSzYkEVt4noryLU39oFdbQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RYzWC7G9p53Qd_LcYWqOkA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GzlroXsuFyMDv8qS2VM3kw,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
q5VXVDhIeFlfofTn_PKxCQ,TRUE,null,FALSE,null,null,null,null,null,FALSE
T55nNWr06T492oDUh0R8bQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tjCT7EyHjDxnB5NCjxCnRg,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5Bc3U8qu9sYE_hoC7IIorA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HOQw78QIGe3shVx5rMpiCw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QLavaVgcy8u0gpYbSPLEqw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2mPEkPKYtvPLSTO8MRqM3w,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YIMAkkwK_8sBlUEnesSCZA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0CY-MuVUYMhsrGWGeema5w,TRUE,TRUE,null,FALSE,null,null,FALSE,FALSE,FALSE
_rt-Z934kfFzgG19nTrIcQ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
uMPGs_Jc1fBoxeGrCKqRiw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ijXamJnJ1oVGKon_K-DYpA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ttdi1GklLuUL2Jfz25NAOQ,TRUE,FALSE,null,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
A-xLw4u4wYusT1A2N-1Vxw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7rywsRbSoBNgQo-jNFrOAw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZnZRIs5GmA9VGa_RwFsHaQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d6VLOHtN035hHLrGaF2-pQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
B1wPqWap-W8mkAgzt2qeNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
zQRbAOceJyC7xVBBRny2HQ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fTSKD2e4FTyUbHCl93t1ow,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JT4iSwV0aAlK68SCRNImZg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AWat-D7msT_Yfl46PqCSPQ,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE
FuQExkWBNIYRXShoP9eiog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mvCO6pRpfMB0_1GLlwgZRw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Z1eRppVpwQXgzAxAc1unTA,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
jyBiQI0XtESTGHXODCFsJQ,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGp6WaZz8OdhyTc6cUbTUw,TRUE,null,FALSE,FALSE,null,null,FALSE,FALSE,FALSE
LSmYTw4HvU0lDBK4Mg2KyQ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wo7xNKWlq3i5q20VkBb6IQ,null,FALSE,null,null,null,null,null,null,null
cgJxqaZxWYPB4IhRzA-TxQ,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hZOYhhNMP_yiR7QJT4qawg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
lknzQJ0FCN0bkt4sP4O7Tw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EvVCF3mompCg3PPkpqip2A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hfg_gRsUCEE1-CdFVxa0dw,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,null,FALSE
8ZxffAyJYBa_nrQSkKMcRg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IpNJfLJ6R3RjZJF_ucGaZA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rIdojqgqK1IcxYAyJhsLLg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
f2wQu-vRn4dPMU4ZdEbVew,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE
aSCQeWftYjWWjwQiCfg7sA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
